SiteCity,TotalFirstYearGrosskWh,TotalFirstYearGrossTherm,TotalLifecycleGrosskWh,TotalLifecycleGrossTherm,Budget,Total Claims,Total Programs,% OBF Budget,% Resource Budget,city,dac_proportion,ces_score_median,ces_percentile_median,Total Tax Revenue,Average Tax Revenue,median_household_income_usd,total_population
MCKINLEYVILLE,334823.82706,-1688.4301045459995,2496336.298964001,-8067.95749445,286758.93305321236,146,2,1.345174416785922,100.0,MCKINLEYVILLE,0.0,9.415367274377289,11.8678269643082,,,59089.0,17843.0
MEADOW VISTA,4263.3,-23.935,37255.26,-192.4694,4073.680758784605,9,2,0.0,100.0,MEADOW VISTA,0.0,8.485040080154612,9.685962920923188,,,89231.0,4875.0
MENDOCINO,44910.187318,-634.3955100000002,459508.56615300005,-6499.5066507,42612.130821237755,12,1,0.0,100.0,,,,,,,,
MENDOTA,130766.92,0.0,1516805.04,0.0,51180.73243146227,516,1,94.9213098803677,100.0,MENDOTA,1.0,55.876892673003,93.77601210745371,9142290.0,3047430.0,32046.0,13415.0
MENIFEE,1654.82352,-1.44083772,8274.1176,-7.2041886,9569.4548498487,3,1,0.0,100.0,MENIFEE,0.0,20.641485646287,39.904149325261706,116314465.0,38771488.333333336,95166.0,55591.0
MENLO PARK,195086.264,-706.0690000000002,1920789.1141,-4786.608179999999,94314.98136893526,231,2,7.2038027108940295,100.0,MENLO PARK,0.0,5.861988930958169,4.46462353386303,157347711.0,52449237.0,147162.5,42424.0
MERCED,1331550.7351199996,-1871.7614172770006,15257277.964040002,-20820.235796450008,1552912.3524985889,4345,3,60.498230524851074,100.0,MERCED,0.7619047619047621,46.7636411369364,85.1557573464497,120579712.0,40193237.333333336,42193.0,110611.0
MIDDLETOWN,75623.11248,-98.88954073000002,866139.2086519998,-923.66127395,92595.61366936359,9,1,0.0,100.0,MIDDLETOWN,0.0,12.3180649654559,18.438642956236603,,,68814.0,7108.0
MILL VALLEY,351116.7571499999,-2175.232580000001,3482772.4438127987,-22285.33296340001,201556.0529997212,167,2,0.0,100.0,MILL VALLEY,0.0,4.63707525111145,2.66111741707656,88223199.0,29407733.0,158869.0,31047.0
MILLBRAE,8982.12,-11.2896,105890.4,-124.60799999999999,26742.927123461446,7,1,0.0,100.0,MILLBRAE,0.0,12.9878275745449,20.0908059023837,75050748.0,25016916.0,130798.5,22625.0
MILPITAS,2343139.4620000003,-6695.181843,15066546.4665,-49402.207494,1064828.8868078885,83,2,47.45336156583549,100.0,MILPITAS,0.0,20.6656722559134,40.011350737798,328947490.0,109649163.33333331,124015.0,78528.0
MIRANDA,32788.08,-674.07299524,163940.4,-3370.36497569,19305.921591657167,2,1,0.0,100.0,,,,,,,,
MONTE RIO,5586.88202,-124.95542,57259.94540800001,-1292.2545280000004,3554.578880441016,8,1,0.0,100.0,,,,,,,,
MONTEBELLO,53804.32345599999,-80.02007719200002,329090.99651200004,-489.60764051999985,335482.7282089339,56,1,74.23650551345735,100.0,MONTEBELLO,0.8,42.1351376757519,78.96329928111992,140473768.0,46824589.33333334,58203.0,65023.0
MONTEREY,973838.9200000002,-2409.5287,7086204.654860001,-21508.6178,549308.5617654469,220,2,18.282081083800676,100.0,MONTEREY,0.0,5.96895263856852,4.61596670450246,205769057.0,68589685.66666667,79146.0,28916.0
MONTEREY PARK,32555.958120000007,-48.409294248,162779.7906,-242.04647124,73514.00613022865,7,1,0.0,100.0,MONTEREY PARK,0.0666666666666667,31.143112987259897,61.520998864926206,123277197.0,41092399.0,63563.0,62542.0
MONTROSE,6707.6,0.0,80491.2,0.0,4274.095052335932,3,1,0.0,100.0,MONTROSE,0.0,21.254586116000898,41.581536133182,,,67407.0,5874.0
MOORPARK,4046.7092399999997,-6.017280696,20233.5462,-30.08640348,9000.21196844578,1,1,0.0,100.0,MOORPARK,0.0,16.4404349292281,28.9380754193467,49128477.0,16376159.0,126733.0,38234.0
MORAGA,22382.7997683,-289.7629,307075.00522,-3888.3520000000003,17839.43470580403,12,1,0.0,100.0,MORAGA,0.0,1.72691622885039,0.2017908941859,25515269.0,8505089.666666666,186652.0,15733.0
MORENO VALLEY,47477.531232,-31.522327452000003,332092.85616,-157.61163726,68558.59846520155,13,2,0.0,100.0,MORENO VALLEY,0.511627906976744,39.3783449852808,75.0283768444949,278525697.0,92841899.0,67747.0,204601.0
MORGAN HILL,1445791.2876399998,-1764.23639143,13295818.642270802,-13876.659300100002,971916.5407712745,52,1,13.651130809509366,100.0,MORGAN HILL,0.0909090909090909,18.0534046281367,33.3333333333333,110981465.0,36993821.66666666,115664.0,51712.0
MORRO BAY,465176.9252786,-1659.9491870209995,4830809.923242599,-17178.070264259994,231818.58585454663,530,2,0.0,100.0,MORRO BAY,0.0,11.840650704286402,17.2152856602346,37129331.0,12376443.666666664,64250.0,10655.0
MOSS LANDING,201024.492,-249.65099999999998,1326416.8742999998,-1142.96229,67647.97368792314,8,2,0.0,100.0,MOSS LANDING,0.5,40.0723956254229,75.8166225249086,,,64050.0,10004.0
MOUNTAIN VIEW,811027.5319999997,-1709.8438699999995,7155714.889799999,-16030.68257,443197.0992644925,468,2,9.432161935910669,100.0,MOUNTAIN VIEW,0.0,17.2260795988731,30.8929247067726,389768619.0,129922873.0,134183.0,74507.0
MURPHYS,1480.0,0.0,17760.0,0.0,2311.2393844479,1,1,0.0,100.0,MURPHYS,0.0,10.016001243952099,13.3181990162694,,,48321.0,3560.0
MURRIETA,221668.11696000004,-35.14043106,2377502.2548,-175.70215530000002,327685.525295775,92,1,27.63452801303623,100.0,MURRIETA,0.0,19.8981073043946,38.0628074158154,162953475.0,54317825.0,94861.0,127318.0
MYERS FLAT,5971.5,-41.744,31959.06,-223.4091,2135.140743766493,8,1,0.0,100.0,,,,,,,,
NAPA,972141.708349,-3016.6406797100008,10111662.984491296,-27128.996383899997,541770.2780674326,522,4,9.113311684892382,100.0,NAPA,0.0,16.769319484142198,29.789380754193502,234557175.0,78185725.0,86918.5,103365.0
NEVADA CITY,34217.662399999994,-185.72928,257741.278757,-1346.6347351,38106.14483772545,22,1,0.0,100.0,NEVADA CITY,0.0,17.619386775473,32.0343044520116,13977891.0,4659297.0,75250.0,19638.0
NEWARK,164866.04627499988,-621.5324500000004,1559238.2794299996,-9861.468675700004,133699.78299810822,203,1,18.007977067257887,100.0,NEWARK,0.111111111111111,22.8409143189324,44.7597427166099,159247528.0,53082509.33333334,121156.0,55184.0
NEWBURY PARK,38111.840656000015,195.676992215,379797.70328,3285.0849610759997,107260.03255646935,4,1,0.0,100.0,NEWBURY PARK,0.0,9.899188942998359,13.015512674990498,,,131289.0,44718.0
NEWCASTLE,10047.831,-49.230160056,113052.933,-538.7185202799999,11806.319865700823,12,1,18.369912423202244,100.0,NEWCASTLE,0.0,8.68146201364846,10.1904401563879,,,86250.0,2979.0
NEWMAN,90273.05,0.0,1078940.4,0.0,22324.456080883647,152,2,0.0,100.0,NEWMAN,0.5,41.7451845882975,78.37053852944891,8865452.0,2955150.666666666,57646.5,13682.0
NEWPORT BEACH,1053221.131616001,-2.121090653,12616515.71808,-10.605453264,531492.1605142234,233,1,97.3193945658884,100.0,NEWPORT BEACH,0.0,11.3283348883845,15.764913608273401,522199250.0,174066416.66666666,120057.0,71747.0
NEWPORT COAST,213.2,0.0,2558.4,0.0,4322.460379614582,3,1,3.08922159805866,100.0,NEWPORT COAST,0.0,6.70726048574046,5.99697313658721,,,148583.0,13758.0
NICE,171415.32539999994,-1678.0461300000002,1989659.7722,-19730.4293538,130869.35418964886,7,1,0.0,100.0,NICE,0.0,15.5542181438209,26.5733383781057,,,47472.0,2446.0
NIPOMO,126985.92691,-521.13995932,1183866.4543412,-4744.371798310001,53811.22122470146,181,2,0.0,100.0,NIPOMO,0.0,15.2756256788588,25.766174801362098,,,84102.0,27744.0
NORTH FORK,30283.227000000006,-280.196999967,309023.28261,-2488.33628983,14573.82412697631,5,1,0.0,100.0,,,,,,,,
NORWALK,90084.23020800002,-11.025099202,973410.45984,-70.431016392,126855.28761582766,14,1,68.13909341658028,100.0,NORWALK,0.857142857142857,44.748121166029904,82.49463992937321,136917106.0,45639035.33333334,71875.0,105858.0
NOVATO,570361.8468001992,-4369.239403499997,4316945.221262396,-31276.506483999958,373166.0310075516,787,3,5.539881043572758,100.0,NOVATO,0.0,9.770942403763199,12.5740950939589,103147717.0,34382572.333333336,117007.0,63616.0
OAK PARK,1367.1315,-2.0328651,6835.6575,-10.1643255,3040.61215150195,1,1,0.0,100.0,OAK PARK,0.0,5.24102395592414,3.48719889015009,,,143627.0,8355.0
OAKDALE,166623.9060000011,-797.7112999999998,2062230.1510999915,-11261.884999999998,224515.8979603127,232,2,47.76355354661747,100.0,OAKDALE,0.25,37.3263606398509,72.0204313280363,37414843.0,12471614.333333336,68176.0,28121.0
OAKHURST,279136.10400000005,-887.4230037190001,2895084.01064,-7318.590928589999,105917.5957864478,23,1,48.13676487628325,100.0,OAKHURST,0.0,14.890008968243999,24.8581157775255,,,61445.0,13760.0
OAKLAND,2084728.9839315987,-11437.703049970025,18818659.841899604,-107070.13627232963,1364188.9258368672,1316,3,5.288435814254723,100.0,OAKLAND,0.23148148148148198,26.6557826668719,53.285407995964206,2264363902.0,754787967.3333334,68606.0,407922.0
OAKLEY,75274.12800000001,-32.258399999999995,307389.76399999997,-275.9868,24443.481361125752,24,1,87.5422444424823,100.0,OAKLEY,0.166666666666667,31.870438894482103,62.8641695043511,50377267.0,16792422.333333332,91257.5,43415.0
OCCIDENTAL,40319.78047,-562.0955332999998,312792.2764096,-2942.5246921999997,15807.493279014085,5,1,0.0,100.0,OCCIDENTAL,0.0,8.15280718245015,8.84096355151974,,,80341.0,3848.0
OCEANO,119861.469846,-1037.624959579,1277799.268655,-10063.95661889,43327.98666301115,228,2,0.0,100.0,OCEANO,0.0,18.7680113924437,35.1368394501198,,,70270.0,7033.0
OJAI,2260.32408,-3.361003632,11301.6204,-16.80501816,5027.145423816562,2,1,0.0,100.0,OJAI,0.0,11.668818481157802,16.9189052843991,24871173.0,8290391.0,77596.5,16740.0
OLIVEHURST,143918.059,-265.9833,1664840.0136000004,-3896.028,55128.462855884296,396,2,0.0,100.0,OLIVEHURST,0.25,32.7576238046827,64.2451759364359,,,43601.5,28522.0
ORANGE,924385.77,-14.304086346000005,10948084.261519996,-87.920107082,525621.016353828,330,1,91.73783676640151,100.0,ORANGE,0.0384615384615385,25.629923612118002,51.040484298146104,304186913.0,101395637.66666669,88268.0,143399.0
ORANGE COVE,81400.53169999999,-4.8158110910000005,826659.1184999999,-24.079055459000006,17670.797324121257,282,2,0.0,100.0,ORANGE COVE,1.0,45.711407132459996,83.77475091436492,6439408.0,2146469.333333333,28125.5,7179.0
ORANGEVALE,2035.0,0.0,24420.0,0.0,141.2392483292494,11,1,0.0,100.0,ORANGEVALE,0.0,11.9166570408592,17.2972632109976,,,85862.0,37602.0
ORCUTT,26141.82848,-109.72308,231679.9595954,-931.5988675999997,7853.584084076963,28,2,0.0,100.0,,,,,,,,
ORICK,15342.4656,-97.52309382,76712.328,-487.61546910000004,12688.24332882043,4,1,0.0,100.0,,,,,,,,
ORINDA,81063.05800000003,-443.85935999999987,540442.1574,-2805.2222332,44397.59025175038,60,1,71.70677214460908,100.0,ORINDA,0.0,2.7015024949497004,0.731491991423887,44863212.0,14954404.0,224318.0,20468.0
ORLAND,116257.37256000002,-17.2809,1395088.47072,-207.3708,51290.59580894845,7,2,0.0,100.0,ORLAND,0.0,23.6141438597266,46.6389204187161,13178976.0,4392992.0,49952.0,17308.0
ORLEANS,1526.247,-5.975099802000001,7631.235,-29.87549901,988.033590816736,1,1,0.0,100.0,,,,,,,,
OROVILLE,166775.5130000014,-441.69653000000005,1962276.6455999832,-6483.279960000002,252423.5559070977,374,4,21.98726941508821,100.0,OROVILLE,0.0714285714285714,23.9251786237035,47.4145541682432,39649481.0,13216493.666666664,42954.0,56228.0
OXNARD,78918.137088,-52.929578151,394590.68544,-264.647890752,381382.8707039146,16,1,0.0,100.0,OXNARD,0.153846153846154,23.735969720861302,46.96683062176821,381462311.0,127154103.66666669,69703.0,220161.0
PACHECO,49161.73224000001,-139.90896999999998,365392.8898828,-1036.8086593000003,26635.78631086021,21,1,0.0,100.0,,,,,,,,
PACIFIC GROVE,385017.36048,-3034.8031399999995,3121277.97629,-23499.187699999995,226263.20701722565,76,2,38.46174573161079,100.0,PACIFIC GROVE,0.0,3.21202504631524,1.1350737797956898,63178440.0,21059480.0,85889.5,15522.0
PACIFICA,557137.0684400001,-5036.417149999998,4769443.976786799,-42220.597367499984,240841.8001268387,47,2,6.237806580510965,100.0,PACIFICA,0.0,9.97150864082282,13.210997603733098,79983029.0,26661009.66666667,125082.0,38984.0
PAICINES,9383.427,-49.86,60269.03838,-271.68354,5802.60956969216,3,1,0.0,100.0,PAICINES,0.0,29.284335068081898,58.2040610417455,,,94327.0,3049.0
PALERMO,9961.9,-3.3710000000000004,119542.8,-40.452,10351.023847156484,7,1,0.0,100.0,,,,,,,,
PALO CEDRO,45701.575,-308.5310000000001,499030.1400000001,-3248.556,50940.919180424964,18,1,0.0,100.0,PALO CEDRO,0.0,4.59758573852378,3.1719006179846096,,,70226.0,6629.0
PALOS VERDES ESTATES,25945.24824,-7.152514992,236692.0512,-35.76257496,41234.007446221876,3,2,0.0,100.0,,,,,,,,
PARADISE,59555.72100000001,-272.56799981,644014.20848,-2631.770529053,62029.46290826357,108,2,19.125499265671294,100.0,PARADISE,0.0,18.128792742273102,33.5351242275192,39461656.0,13153885.333333336,53125.0,20696.0
PARLIER,264534.39900000003,-704.762998994,2881507.50234,-6786.58004497,95709.06837331975,397,2,0.0,100.0,PARLIER,1.0,68.9784920912014,99.11716483793671,10535639.0,3511879.666666666,36395.0,9242.0
PASO ROBLES,2113505.7154007503,-6094.042969858,22085014.04535801,-64526.501083836025,938141.0339430092,2395,3,12.464209649914707,100.0,PASO ROBLES,0.0,14.775908833325698,24.5554294362467,,,70402.5,42290.0
PEARBLOSSOM,26625.24,0.0,319502.88,0.0,12295.3494930107,1,1,0.0,100.0,,,,,,,,
PENN VALLEY,65478.68010000001,-188.865229603,723561.1625,-2032.47938802,56873.97793785455,38,3,35.39346430938904,100.0,PENN VALLEY,0.0,12.488528326304099,18.9305082608147,,,52500.0,5606.0
PENNGROVE,21653.05776,-172.27299,237786.1591572,-1795.3090353,10786.199085773571,5,1,0.0,100.0,PENNGROVE,0.0,9.628344419389519,12.397528061546199,,,108370.0,5737.0
PENRYN,3975.295,-24.070999999999998,16167.50211,-124.72103999999999,4720.944976296658,6,1,0.0,100.0,PENRYN,0.0,3.36204285608392,1.2864169504351102,,,86985.0,2546.0
PETALUMA,2810015.0023310008,-7295.021819010002,30969222.84676121,-75603.92864987988,1236508.120120632,3986,4,2.942062107375872,100.0,PETALUMA,0.0,17.0824822947681,30.558708538277198,118435446.0,39478482.0,90556.0,79601.0
PETROLIA,4555.8683999999985,-47.49120021,36450.342,-237.45600109999998,4326.5549211161515,4,1,0.0,100.0,,,,,,,,
PHILLIPSVILLE,3275.8,-22.889,17115.24,-119.5836,2894.044610949956,6,1,0.0,100.0,,,,,,,,
PHILO,0.0,0.0,0.0,0.0,1378.1799877712199,1,1,0.0,100.0,PHILO,0.0,14.2266878108219,23.004161937192602,,,44896.0,3023.0
PINE GROVE,32489.106758000005,-233.11262000000002,360266.7129072,-2508.177264,29449.301651174374,9,1,0.0,100.0,PINE GROVE,0.0,19.7237844722459,37.6592256274436,,,78352.0,4639.0
PINEDALE,33818.85000000001,0.0,357617.232,0.0,10712.650262902329,3,1,0.0,100.0,,,,,,,,
PINOLE,218572.891472,-1089.1735099999999,2585512.7043000003,-14385.651557899999,116373.60558813273,533,3,0.0,100.0,PINOLE,0.0,24.2442084818419,48.2784714339765,53486686.0,17828895.333333332,91866.0,17262.0
PIONEER,23859.192868000002,-260.26095,259593.79782720003,-2732.9526,22413.867822931603,9,1,0.0,100.0,PIONEER,0.0,15.475164082670698,26.674233825198698,,,57032.0,5890.0
PISMO BEACH,362797.047912,-1754.3374299999996,4040545.2986971987,-16665.9515526,169250.79110407495,656,2,0.0,100.0,PISMO BEACH,0.0,7.939373970603911,8.27342666162189,63036643.0,21012214.33333333,84782.0,8161.0
PITTSBURG,1527778.761920001,-841.8202984100003,11691561.934639998,-7013.946828000004,772467.725703293,167,1,85.68919813415509,100.0,PITTSBURG,0.5714285714285711,41.250752617335,77.76516584689121,92988794.0,30996264.66666667,62414.5,78759.0
PLACENTIA,12350.217248,-9.667683917999998,126525.64624000002,-95.029779588,7081.374944700932,13,1,0.0,100.0,PLACENTIA,0.166666666666667,21.4392045959508,41.5626182368521,86022022.0,28674007.33333333,97163.5,56135.0
PLACERVILLE,243098.75051999997,-1041.3577163600003,2733856.979699999,-11546.07136176,181428.23714054472,35,1,2.4210104914462884,100.0,PLACERVILLE,0.0,15.3003345300504,25.923823937444897,28480303.0,9493434.333333334,66163.5,39151.0
PLANADA,30163.307,-205.6496,453665.092,-3290.1736,50732.19960788862,55,2,31.788515085676547,100.0,,,,,,,,
PLEASANT GROVE,1480.0,0.0,17760.0,0.0,104.90401615059059,8,1,0.0,100.0,,,,,,,,
PLEASANT HILL,296109.3245030002,-1240.97846,2643449.37376,-12648.153935899994,186954.1766831616,387,1,5.791244754671342,100.0,PLEASANT HILL,0.0,8.914923559215039,10.669693530079499,76834417.0,25611472.33333333,127916.5,32996.0
PLEASANTON,139288.18017999973,-296.0055378099998,1496798.517699999,-4312.693381549999,143059.01882940606,345,4,8.827637861783694,100.0,PLEASANTON,0.0,14.350048635967,23.281624416698197,331465720.0,110488573.33333331,159412.0,93374.0
PLYMOUTH,67219.74896000001,-649.114239914,709873.2288959998,-6790.459943571,60011.400581385526,8,1,0.0,100.0,PLYMOUTH,0.0,25.311388124240604,50.4098877538151,3299488.0,1099829.333333333,79375.0,5105.0
POINT ARENA,34590.424462,-213.85213,344444.24294534,-2069.7742558,18564.468660305945,15,1,0.0,100.0,POINT ARENA,0.0,13.9090233685661,22.2096102913356,1126945.0,375648.33333333326,57558.0,4188.0
POINT REYES STATION,69662.47732,-474.77483,818851.8078,-5599.15076,30087.858559233053,8,2,0.0,100.0,POINT REYES STATION,0.0,4.8331267240533204,2.9638037583553998,,,95441.0,1641.0
POLLOCK PINES,5520.683520000001,-32.49909,66248.20224,-389.98908,4130.833048127221,1,1,0.0,100.0,POLLOCK PINES,0.0,8.76327289399016,10.4300668432337,,,83115.0,12697.0
POMONA,642929.2,0.0,7715150.4,0.0,437328.293470444,16,1,100.0,100.0,POMONA,0.7741935483870971,52.2649198829169,90.99508134695421,258915743.0,86305247.66666667,57650.0,152251.0
PORT HUENEME,8145.409104000001,-5.463041623,40727.04552,-27.315208115999997,17986.797349508,4,1,0.0,100.0,PORT HUENEME,0.0,28.716596901384897,57.270778156135705,28934474.0,9644824.666666666,64439.0,19861.0
POTTER VALLEY,1564.92,-8.4456,18779.04,-101.3472,986.9941371379961,1,1,0.0,100.0,POTTER VALLEY,0.0,16.4279115548473,28.8560978685837,,,59348.0,1869.0
QUAIL VALLEY,220.643136,-0.19211169600000005,1103.21568,-0.96055848,1275.9273133131599,1,1,0.0,100.0,,,,,,,,
QUINCY,40911.14603,-405.33876983,462245.86005,-4602.579329149999,32652.819390155313,5,1,0.0,100.0,QUINCY,0.0,16.8163341161032,29.9281119939463,,,53581.0,5446.0
RANCHO MIRAGE,522163.03287600004,-7.199082971000001,5986181.849112,-39.304986783000004,162492.741013013,17,1,62.88055483503781,100.0,RANCHO MIRAGE,0.0,8.919009469850481,10.707529322739301,75260542.0,25086847.33333333,82097.0,17140.0
RANCHO PALOS VERDES,40073.523704,-41.323249223000005,354917.11851999996,-206.61624611599999,103230.32918467936,8,1,0.0,100.0,RANCHO PALOS VERDES,0.0,5.618139311436041,3.9727582292848997,89577373.0,29859124.33333333,143721.0,44864.0
RED BLUFF,1138255.5614000002,-2187.4452856020002,13475583.830699995,-25650.92501805001,540779.8047994573,502,3,16.022493500001026,100.0,RED BLUFF,0.0,25.6831351730616,51.0846260562492,28947329.0,9649109.666666666,40948.5,34100.0
REDCREST,1465.0,0.0,17580.0,0.0,72.4891886006638,5,1,0.0,100.0,,,,,,,,
REDDING,15178.785,-62.37676,99482.29425,-384.5253,15690.88624621123,4,1,0.0,100.0,REDDING,0.0,13.8437985568086,22.033043258922895,160494100.0,53498033.33333334,59235.0,109737.0
REDONDO BEACH,128353.877712,-0.04932769,590457.25656,-0.246638448,82175.29284589768,10,1,0.0,100.0,REDONDO BEACH,0.0,12.3021064742044,18.3945011981334,197197476.0,65732492.0,111585.5,72275.0
REDWAY,33253.0771,-233.24840045,238904.20668000003,-1883.35698231,29057.535009716274,16,1,0.0,100.0,,,,,,,,
REDWOOD CITY,613922.9823999996,-1408.1654100000005,6058687.08122,-13959.430614000004,363160.67415549146,646,3,3.7958608986207882,100.0,REDWOOD CITY,0.0416666666666667,14.003655360692802,22.663639803253897,334832466.0,111610822.0,132742.0,121495.0
REDWOOD VALLEY,35722.380959999995,-334.60155273,368080.6853844,-3760.2920287,41437.174545986185,9,1,41.52790927832093,100.0,REDWOOD VALLEY,0.0,15.2828917431994,26.529196620002605,,,60312.5,10311.0
REEDLEY,316862.41778,-858.1050022430001,3349245.6161462003,-8849.839180263001,112370.05257411423,876,2,17.326417395586247,100.0,REEDLEY,0.857142857142857,47.793404981258895,86.5430697439778,23335581.0,7778527.0,44375.0,40225.0
RICHMOND,2209539.8329589227,-11929.83564306602,22486985.92428286,-126294.32483494745,1633195.4966760757,2597,2,11.436919661285579,100.0,RICHMOND,0.5,38.486766881289604,73.3446840711313,518244183.0,172748061.0,58935.5,88242.0
RIO DELL,79496.18000000001,-740.625,1162598.88,-11850.0,87302.57075806629,150,2,0.0,100.0,,,,,,,,
RIO OSO,13562.835,-77.28659999999998,154623.85199999998,-878.8968,12948.368073095658,2,1,0.0,100.0,,,,,,,,
RIO VISTA,1112211.8804399995,-4065.7064576699986,11231222.269579,-36585.282218298016,555614.1393328579,401,3,13.810667243567714,100.0,RIO VISTA,0.0,38.6644469315739,74.0068104426788,15552814.0,5184271.333333333,68284.0,10676.0
RIPON,86051.1,-263.8497,727289.04,-4221.5952,76590.1108950433,4,1,0.0,100.0,RIPON,0.0,29.070208274442603,57.8761508386934,23370019.0,7790006.333333332,83600.0,17867.0
RIVERBANK,193445.03700000004,-476.54899999999986,2405110.8808,-5999.5056,79430.71915239438,348,2,0.0,100.0,RIVERBANK,1.0,48.905259453095894,87.5772480766806,22223025.0,7407675.0,58165.5,16110.0
RIVERDALE,13549.68,0.0,144175.68,0.0,7512.07846763229,1,1,0.0,100.0,RIVERDALE,1.0,44.340867429461404,82.0658342792281,,,50434.0,5221.0
ROCKLIN,674270.4624600001,-480.15615250100007,7873505.584103998,-4526.936764519999,296237.19086950715,1024,4,2.5658866554066027,100.0,ROCKLIN,0.0,7.61690350567392,7.57977046285786,123847771.0,41282590.333333336,94821.0,63112.0
RODEO,26380.777926,-232.56352,285460.35190999997,-3095.346328,18751.59687033288,251,1,0.0,100.0,RODEO,1.0,43.455023871970205,80.84247698322609,,,59567.0,6285.0
ROHNERT PARK,796559.6046479904,-3060.1282856199987,8999738.481824975,-33648.041701400034,421318.11823910393,1889,1,23.164927308606554,100.0,ROHNERT PARK,0.0,12.9358932572683,19.8637911464245,88150550.0,29383516.66666667,65119.0,38042.0
ROLLING HILLS,1949.0143679999999,-1.307183774,9745.07184,-6.535918872000001,6250.54379374559,1,1,0.0,100.0,,,,,,,,
ROLLING HILLS ESTATES,9377.932175999998,-5.450709701,55646.03087999999,-27.253548504,36732.425713111945,8,2,0.0,100.0,,,,,,,,
ROSEMEAD,32452.244876,-78.085817868,164129.813692,-396.355345148,3965875.0579112987,58,25,0.0,40.418428361086576,ROSEMEAD,0.5,39.6414039865453,75.4634884600833,59057151.0,19685717.0,61046.0,61315.0
ROSEVILLE,2610.0,0.0,31320.0,0.0,130.06606296773552,9,1,0.0,100.0,ROSEVILLE,0.0,13.037381608561402,20.17908941859,319452085.0,106484028.33333331,88314.5,142410.0
RUTHERFORD,99945.522843,-560.9875299999999,1016836.8173056,-5643.124679100001,41871.404995742094,12,1,0.0,100.0,,,,,,,,
SACRAMENTO,29903.0,0.0,358836.0,0.0,16421.668728269382,162,2,0.9071779838500847,100.0,SACRAMENTO,0.23863636363636398,29.216647896118303,58.0653298019927,1263401000.0,421133666.6666667,57258.5,821850.0
SAINT HELENA,95324.379655,-369.07335982799987,888594.7396294001,-3824.097833920001,43824.567398455336,31,1,0.0,100.0,SAINT HELENA,0.0,15.801064353328,27.317442300416197,,,91889.0,7947.0
SALINAS,5466769.433152999,-30800.980081100985,48946286.9383606,-249406.93855186985,3053607.51532291,726,3,19.258314659625274,100.0,SALINAS,0.05,26.3347002734365,52.5539160045403,389086044.0,129695348.0,71607.0,199851.0
SAMOA,46813.5023,-580.00140324,409526.00124,-5063.630416,30994.776273385814,4,2,25.18660664191698,100.0,,,,,,,,
SAN ANSELMO,263893.88115,-861.9945089000003,2758645.6317580002,-5929.989570900002,229761.95310605643,140,1,0.0,100.0,SAN ANSELMO,0.0,3.97313225053233,1.87917770210619,52211107.0,17403702.333333332,142072.5,17184.0
SAN ARDO,320.0,0.0,3840.0,0.0,14.9123142335921,1,1,0.0,100.0,,,,,,,,
SAN BERNARDINO,223875.54,0.0,1740303.4500000004,0.0,90805.97866653226,2,2,0.0,100.0,SAN BERNARDINO,0.7254901960784309,46.910617614063206,85.3575482406357,335935687.0,111978562.33333331,47970.5,278008.0
SAN BRUNO,132328.86812,-79.70582000000002,1181047.5289564,-635.7174854,119661.54054166627,232,1,0.0,100.0,SAN BRUNO,0.111111111111111,15.977545784455499,27.670576365241498,98367969.0,32789323.0,122308.0,43101.0
SAN CARLOS,863095.4913999998,-1899.4545000000005,6116929.74947,-12843.391500000005,402278.1941184825,43,2,16.26497369451931,100.0,SAN CARLOS,0.0,7.88044423878189,8.17253121452895,114221909.0,38073969.66666666,189914.0,32112.0
SAN DIEGO,0.0,0.0,0.0,0.0,20892804.109584592,104,8,0.0,0.0,SAN DIEGO,0.0957854406130268,17.195148199201697,30.8235590868962,4139432802.0,1379810934.0,77448.0,1335542.0
SAN FRANCISCO,13683306.827450613,-49845.398948261995,126340607.21199933,-502719.1500263918,33332781.09518979,2566,10,1.7252794002956262,41.96348639720402,SAN FRANCISCO,0.0612244897959184,14.761339063824101,24.536511539916802,13200899836.0,4400299945.333333,115882.5,874961.0
SAN GABRIEL,19004.4,0.0,62714.52,0.0,4752.8967985419,1,1,0.0,100.0,SAN GABRIEL,0.153846153846154,25.3299701217892,50.43511161558829,92436618.0,30812206.0,70618.0,62324.0
SAN GERONIMO,7242.578,-39.1026,42349.48800000001,-207.1854,3574.055353229513,7,1,0.0,100.0,SAN GERONIMO,0.0,1.8482890670992198,0.29007441039223103,,,97321.0,3371.0
SAN JACINTO,9691.655944,-8.460604384,52094.99975060001,-45.62073142199999,121099.35904368313,8,1,0.0,100.0,SAN JACINTO,0.1,28.181486856086696,56.2870475469795,40924212.0,13641404.0,50020.0,61157.0
SAN JOAQUIN,48075.04,0.0,572295.36,0.0,7945.8085042223765,202,2,0.0,100.0,,,,,,,,
SAN JOSE,8691236.961088164,-28823.861694132018,76496064.36596544,-240695.72368785887,4926402.336657596,4821,4,46.85272528283607,100.0,SAN JOSE,0.0707070707070707,19.2547818766575,36.435868331441604,2915456970.0,971818990.0,108125.0,1047701.0
SAN JUAN BAUTISTA,148144.247,-771.2099999999998,1103996.7629399998,-4608.93303,83644.50286185447,91,3,0.0,100.0,SAN JUAN BAUTISTA,0.0,27.235030816833,54.306974397780294,4032237.0,1344079.0,92423.0,6263.0
