census_tract,zip_code,city,county
6085504422,95035,Milpitas,Santa Clara
6005000500,95642,Jackson,Amador 
6029000910,93306,Bakersfield,Kern 
6065040703,92860,Norco,Riverside 
6059062626,92612,Irvine,Orange 
6073018100,92054,Oceanside,San Diego
6073003204,91902,Bonita,San Diego
6037403408,91789,Walnut,Los Angeles
6075031201,94112,San Francisco,San Francisco
6111005403,93010,Camarillo,Ventura 
6073010010,92154,San Diego,San Diego
6037408628,91745,Hacienda Heights,Los Angeles
6037403802,91724,Covina,Los Angeles
6059063903,92626,Costa Mesa,Orange 
6075026100,94112,San Francisco,San Francisco
6073008509,92111,San Diego,San Diego
6085505001,95054,Santa Clara,Santa Clara
6095250103,94591,Vallejo,Solano 
6059042310,92675,San Juan Capistrano,Orange 
6037462202,91101,Pasadena,Los Angeles
6059001705,92835,Fullerton,Orange 
6037276000,90045,Los Angeles,Los Angeles
6081611700,94025,Menlo Park,San Mateo
6073018601,92058,Oceanside,San Diego
6095253404,95620,Dixon,Solano 
6073002903,92115,San Diego,San Diego
6037462301,91106,Pasadena,Los Angeles
6085506501,95117,San Jose,Santa Clara
6037702901,90292,Marina del Rey,Los Angeles
6013307204,94509,Antioch,Contra Costa
6111004000,93033,Oxnard,Ventura 
6037403702,91724,Covina,Los Angeles
6065043010,92530,Lake Elsinore,Riverside 
6077004701,95237,Lockeford,San Joaquin
6059021915,92807,Anaheim,Orange 
6037554519,90703,Cerritos,Los Angeles
6107000100,93271,Three Rivers,Tulare 
6061020806,95678,Roseville,Placer 
6097152801,95403,Santa Rosa,Sonoma 
6067007701,95608,Carmichael,Sacramento 
6065042717,92587,Sun City,Riverside 
6075015801,94115,San Francisco,San Francisco
6073003108,91977,Spring Valley,San Diego
6065041807,92882,Corona,Riverside 
6111000400,93060,Santa Paula,Ventura 
6065043239,92592,Temecula,Riverside 
6073014500,91941,La Mesa,San Diego
6013304001,94513,Brentwood,Contra Costa
6053000300,93906,Salinas,Monterey 
6059088904,92683,Westminster,Orange 
6037408625,91745,Hacienda Heights,Los Angeles
6059110110,90630,Cypress,Orange 
6073020309,92026,Escondido,San Diego
6095253108,95687,Vacaville,Solano 
6037462700,91106,Pasadena,Los Angeles
6111005004,93036,Oxnard,Ventura 
6097153006,95401,Santa Rosa,Sonoma 
6111007612,93021,Moorpark,Ventura 
6037300800,91208,Glendale,Los Angeles
6065043271,92595,Wildomar,Riverside 
6007002200,95969,Paradise,Butte 
6053000701,93905,Salinas,Monterey 
6037216800,90035,Los Angeles,Los Angeles
6085512043,95111,San Jose,Santa Clara
6071011101,92382,Running Springs,San Bernardino
6065043314,92544,Hemet,Riverside 
6037141101,91423,Sherman Oaks,Los Angeles
6009000210,95252,Valley Springs,Calaveras 
6073008507,92117,San Diego,San Diego
6073020017,92081,Vista,San Diego
6059001504,92821,Brea,Orange 
6001443001,94538,Fremont,Alameda 
6071010018,92345,Hesperia,San Bernardino
6037501700,90605,Whittier,Los Angeles
6029000906,93306,Bakersfield,Kern 
6037650401,90503,Torrance,Los Angeles
6085503507,95122,San Jose,Santa Clara
6001435900,94580,San Lorenzo,Alameda 
6071008710,92399,Yucaipa,San Bernardino
6083002102,93454,Santa Maria,Santa Barbara
6001444100,94560,Newark,Alameda 
6087110600,95076,Watsonville,Santa Cruz
6065043304,92544,Hemet,Riverside 
6037192300,90004,Los Angeles,Los Angeles
6037113322,91311,Chatsworth,Los Angeles
6055200501,94558,Napa,Napa 
6081606100,94401,San Mateo,San Mateo
6073000900,92104,San Diego,San Diego
6037900201,93535,Lancaster,Los Angeles
6073013310,91913,Chula Vista,San Diego
6085509304,94043,Mountain View,Santa Clara
6019005513,93611,Clovis,Fresno 
6059052502,92780,Tustin,Orange 
6073016201,92020,El Cajon,San Diego
6095252903,95688,Vacaville,Solano 
6037311300,91505,Burbank,Los Angeles
6037702700,90230,Culver City,Los Angeles
6065043009,92530,Lake Elsinore,Riverside 
6101050301,95991,Yuba City,Sutter 
6075012100,94102,San Francisco,San Francisco
6081610100,94063,Redwood City,San Mateo
6037403404,91789,Walnut,Los Angeles
6073013908,91977,Spring Valley,San Diego
6039000509,93636,Madera,Madera 
6037101110,91042,Tujunga,Los Angeles
6059088002,92841,Garden Grove,Orange 
6037273902,90291,Venice,Los Angeles
6071010024,92345,Hesperia,San Bernardino
6111008202,93063,Simi Valley,Ventura 
6059075507,92780,Tustin,Orange 
6037571502,90807,Long Beach,Los Angeles
6037481713,91754,Monterey Park,Los Angeles
6081600900,94015,Daly City,San Mateo
6083002209,93454,Santa Maria,Santa Barbara
6073019501,92083,Vista,San Diego
6037201302,90042,Los Angeles,Los Angeles
6037700801,90210,Beverly Hills,Los Angeles
6071008706,92399,Yucaipa,San Bernardino
6067005404,95864,Sacramento,Sacramento 
6085509108,94043,Mountain View,Santa Clara
6073010001,92154,San Diego,San Diego
6073002803,92115,San Diego,San Diego
6067008128,95621,Citrus Heights,Sacramento 
6019005605,93710,Fresno,Fresno 
6083002703,93436,Lompoc,Santa Barbara
6071025000,92310,Fort Irwin,San Bernardino
6073009306,92123,San Diego,San Diego
6001451401,94551,Livermore,Alameda 
6083001102,93101,Santa Barbara,Santa Barbara
6037267901,90067,Los Angeles,Los Angeles
6071002023,91701,Rancho Cucamonga,San Bernardino
6037900505,93535,Lancaster,Los Angeles
6037103102,91040,Sunland,Los Angeles
6069000600,95023,Hollister,San Benito
6037276500,90045,Los Angeles,Los Angeles
6037123902,91607,Valley Village,Los Angeles
6059075815,92867,Orange,Orange 
6045010700,95490,Willits,Mendocino 
6037214502,90036,Los Angeles,Los Angeles
6037503701,90604,Whittier,Los Angeles
6071010004,92395,Victorville,San Bernardino
6109005201,95327,Jamestown,Tuolumne 
6075022901,94110,San Francisco,San Francisco
6037214501,90036,Los Angeles,Los Angeles
6059099230,92708,Fountain Valley,Orange 
6073010106,92154,San Diego,San Diego
6097150601,94954,Petaluma,Sonoma 
6007002602,95966,Oroville,Butte 
6037135113,91367,Woodland Hills,Los Angeles
6065042214,92557,Moreno Valley,Riverside 
6001431200,94546,Castro Valley,Alameda 
6073008600,92111,San Diego,San Diego
6073015404,92020,El Cajon,San Diego
6073013401,91910,Chula Vista,San Diego
6107002700,93265,Springville,Tulare 
6001422900,94704,Berkeley,Alameda 
6073018906,92028,Fallbrook,San Diego
6053010605,93905,Salinas,Monterey 
6065042003,92504,Riverside,Riverside 
6019005509,93611,Clovis,Fresno 
6007003502,95948,Gridley,Butte 
6085502101,95128,San Jose,Santa Clara
6073018904,92028,Fallbrook,San Diego
6037702300,90405,Santa Monica,Los Angeles
6037480400,91801,Alhambra,Los Angeles
6013313203,94565,Pittsburg,Contra Costa
6065043227,92595,Wildomar,Riverside 
6073018400,92054,Oceanside,San Diego
6113010901,95695,Woodland,Yolo 
6019005911,93619,Clovis,Fresno 
6001440334,94587,Union City,Alameda 
6059032027,92630,Lake Forest,Orange 
6111008401,93063,Simi Valley,Ventura 
6077004800,95236,Linden,San Joaquin
6085512026,95123,San Jose,Santa Clara
6097153103,95407,Santa Rosa,Sonoma 
6079010603,93442,Morro Bay,San Luis Obispo
6089010400,96001,Redding,Shasta 
6085501300,95112,San Jose,Santa Clara
6029005508,93505,California City,Kern 
6095252610,94533,Fairfield,Solano 
6071000117,91709,Chino Hills,San Bernardino
6059110111,90630,Cypress,Orange 
6111000800,93060,Santa Paula,Ventura 
6049000100,96101,Alturas,Modoc 
6075012000,94109,San Francisco,San Francisco
6037275400,90066,Los Angeles,Los Angeles
6111005202,93066,Somis,Ventura 
6053011203,93927,Greenfield,Monterey 
6019004213,93711,Fresno,Fresno 
6093000702,96097,Yreka,Siskiyou 
6075010600,94133,San Francisco,San Francisco
6001442302,94538,Fremont,Alameda 
6059110201,90620,Buena Park,Orange 
6037301100,91207,Glendale,Los Angeles
6073015704,92019,El Cajon,San Diego
6059001707,92833,Fullerton,Orange 
6083001101,93101,Santa Barbara,Santa Barbara
6065043802,92320,Calimesa,Riverside 
6037554515,90703,Cerritos,Los Angeles
6019005510,93720,Fresno,Fresno 
6071009119,92371,Phelan,San Bernardino
6067008111,95621,Citrus Heights,Sacramento 
6065042008,92503,Riverside,Riverside 
6111002700,93003,Ventura,Ventura 
6081610700,94061,Redwood City,San Mateo
6067008912,95670,Rancho Cordova,Sacramento 
6037570003,90712,Lakewood,Los Angeles
6085503327,95121,San Jose,Santa Clara
6037273300,90291,Venice,Los Angeles
6037139200,91316,Encino,Los Angeles
6037900900,93536,Lancaster,Los Angeles
6037900803,93534,Lancaster,Los Angeles
6059110104,90630,Cypress,Orange 
6071000817,91786,Upland,San Bernardino
6095252704,94585,Suisun City,Solano 
6037910002,93543,Littlerock,Los Angeles
6085505007,95054,Santa Clara,Santa Clara
6073003212,92139,San Diego,San Diego
6067007208,95673,Rio Linda,Sacramento 
6037555202,90808,Long Beach,Los Angeles
6053011400,93426,Bradley,Monterey 
6073003109,92114,San Diego,San Diego
6037143100,91602,North Hollywood,Los Angeles
6037408724,91748,Rowland Heights,Los Angeles
6095252316,94533,Fairfield,Solano 
6001437800,94544,Hayward,Alameda 
6065043211,92563,Murrieta,Riverside 
6085512027,95123,San Jose,Santa Clara
6037401602,91750,La Verne,Los Angeles
6037651002,90501,Torrance,Los Angeles
6065043276,92595,Wildomar,Riverside 
6037273502,90291,Venice,Los Angeles
6071010423,92285,Landers,San Bernardino
6073002302,92105,San Diego,San Diego
6067009321,95828,Sacramento,Sacramento 
6065049400,92203,Indio,Riverside 
6081613501,94019,Half Moon Bay,San Mateo
6037115201,91324,Northridge,Los Angeles
6065043254,92590,Temecula,Riverside 
6073018905,92028,Fallbrook,San Diego
6111003612,93035,Oxnard,Ventura 
6085506401,95128,San Jose,Santa Clara
6001405200,94606,Oakland,Alameda 
6073003101,92114,San Diego,San Diego
6019005802,93611,Clovis,Fresno 
6037403500,91724,Covina,Los Angeles
6037186203,90065,Los Angeles,Los Angeles
6009000120,95228,Copperopolis,Calaveras 
6037272201,90066,Los Angeles,Los Angeles
6037651221,90505,Torrance,Los Angeles
6067008138,95610,Citrus Heights,Sacramento 
6023011100,95565,Scotia,Humboldt 
6037620002,90245,El Segundo,Los Angeles
6059075701,92705,Santa Ana,Orange 
6007000502,95926,Chico,Butte 
6097150611,94954,Petaluma,Sonoma 
6059099203,92704,Santa Ana,Orange 
6067007015,95834,Sacramento,Sacramento 
6081600700,94014,Daly City,San Mateo
6083002210,93454,Santa Maria,Santa Barbara
6021010501,95963,Orland,Glenn 
6073003112,92114,San Diego,San Diego
6059075505,92780,Tustin,Orange 
6037463602,91105,Pasadena,Los Angeles
6037273800,90291,Venice,Los Angeles
6033000400,95453,Lakeport,Lake 
6059063803,92627,Costa Mesa,Orange 
6001437900,94544,Hayward,Alameda 
6059052517,92618,Irvine,Orange 
6067008117,95608,Carmichael,Sacramento 
6095251300,94590,Vallejo,Solano 
6037135111,91303,Canoga Park,Los Angeles
6059021913,92869,Orange,Orange 
6037141102,91423,Sherman Oaks,Los Angeles
6081607600,94402,San Mateo,San Mateo
6073020306,92078,San Marcos,San Diego
6001444400,94560,Newark,Alameda 
6085500400,95126,San Jose,Santa Clara
6013317000,94553,Martinez,Contra Costa
6037503901,90638,La Mirada,Los Angeles
6071009118,92392,Victorville,San Bernardino
6111007000,91360,Thousand Oaks,Ventura 
6073006802,92106,San Diego,San Diego
6065044701,92262,Palm Springs,Riverside 
6083002011,93455,Santa Maria,Santa Barbara
6085504414,95035,Milpitas,Santa Clara
6065042740,92586,Sun City,Riverside 
6065042411,92557,Moreno Valley,Riverside 
6067007427,95843,Antelope,Sacramento 
6059099605,92647,Huntington Beach,Orange 
6029006008,93561,Tehachapi,Kern 
6085505600,95050,Santa Clara,Santa Clara
6037702502,90232,Culver City,Los Angeles
6081606300,94402,San Mateo,San Mateo
6059099241,92683,Westminster,Orange 
6065044505,92276,Thousand Palms,Riverside 
6059063906,92626,Costa Mesa,Orange 
6061021304,95648,Lincoln,Placer 
6037701502,90404,Santa Monica,Los Angeles
6045010900,95470,Redwood Valley,Mendocino 
6037800328,91301,Agoura Hills,Los Angeles
6095252305,94534,Fairfield,Solano 
6037271701,90034,Los Angeles,Los Angeles
6071011206,92315,Big Bear Lake,San Bernardino
6001441503,94560,Newark,Alameda 
6011000400,95979,Stonyford,Colusa 
6037920112,91354,Valencia,Los Angeles
6073016902,92040,Lakeside,San Diego
6037670002,90717,Lomita,Los Angeles
6037503402,90603,Whittier,Los Angeles
6075031400,94112,San Francisco,San Francisco
6067009403,95693,Wilton,Sacramento 
6085503902,95127,San Jose,Santa Clara
6075033201,94132,San Francisco,San Francisco
6065042745,92567,Nuevo,Riverside 
6099000504,95356,Modesto,Stanislaus 
6073008505,92117,San Diego,San Diego
6071007306,92354,Loma Linda,San Bernardino
6059021815,92823,Brea,Orange 
6037401304,91773,San Dimas,Los Angeles
6001436401,94541,Hayward,Alameda 
6037461400,91104,Pasadena,Los Angeles
6111008101,93065,Simi Valley,Ventura 
6037461700,91103,Pasadena,Los Angeles
6065042013,92508,Riverside,Riverside 
6037574902,90815,Long Beach,Los Angeles
6067007433,95843,Antelope,Sacramento 
6087110700,95076,Watsonville,Santa Cruz
6073012800,91910,Chula Vista,San Diego
6001440306,94587,Union City,Alameda 
6013387000,94530,El Cerrito,Contra Costa
6037300502,91020,Montrose,Los Angeles
6101050601,95993,Yuba City,Sutter 
6059042307,92653,Laguna Hills,Orange 
6053000702,93905,Salinas,Monterey 
6077004704,95240,Lodi,San Joaquin
6073020602,92025,Escondido,San Diego
6001451101,94550,Livermore,Alameda 
6007002700,95966,Oroville,Butte 
6007002400,95916,Berry Creek,Butte 
6013318000,94553,Martinez,Contra Costa
6001435300,94541,Hayward,Alameda 
6037295103,90731,San Pedro,Los Angeles
6111004711,93033,Oxnard,Ventura 
6037900608,93535,Lancaster,Los Angeles
6071000819,91784,Upland,San Bernardino
6001432200,94577,San Leandro,Alameda 
6037134423,91304,Canoga Park,Los Angeles
6037920040,91387,Canyon Country,Los Angeles
6085501800,95125,San Jose,Santa Clara
6037576602,90802,Long Beach,Los Angeles
6065043807,92223,Beaumont,Riverside 
6029000908,93306,Bakersfield,Kern 
6045010300,95437,Fort Bragg,Mendocino 
6065042729,92584,Menifee,Riverside 
6037188201,90027,Los Angeles,Los Angeles
6013313205,94565,Pittsburg,Contra Costa
6013302009,94531,Antioch,Contra Costa
6097150603,94954,Petaluma,Sonoma 
6037113101,91311,Chatsworth,Los Angeles
6087110502,95076,Watsonville,Santa Cruz
6073008359,92126,San Diego,San Diego
6073020028,92069,San Marcos,San Diego
6037117301,91343,North Hills,Los Angeles
6055201005,94558,Napa,Napa 
6037702501,90232,Culver City,Los Angeles
6073013503,91977,Spring Valley,San Diego
6037503301,90603,Whittier,Los Angeles
6065042739,92584,Menifee,Riverside 
6083001704,93013,Carpinteria,Santa Barbara
6085502910,95118,San Jose,Santa Clara
6059001503,92821,Brea,Orange 
6075022803,94110,San Francisco,San Francisco
6083002303,93458,Santa Maria,Santa Barbara
6095250502,94591,Vallejo,Solano 
6083001604,93013,Carpinteria,Santa Barbara
6037800204,91302,Calabasas,Los Angeles
6067008141,95610,Citrus Heights,Sacramento 
6037574202,90815,Long Beach,Los Angeles
6059088202,92840,Garden Grove,Orange 
6075033204,94132,San Francisco,San Francisco
6013339002,94596,Walnut Creek,Contra Costa
6085512308,95037,Morgan Hill,Santa Clara
6073019207,92084,Vista,San Diego
6059052418,92620,Irvine,Orange 
6073016503,92021,El Cajon,San Diego
6037503702,90604,Whittier,Los Angeles
6037432000,91780,Temple City,Los Angeles
6029002807,93309,Bakersfield,Kern 
6007000700,95926,Chico,Butte 
6037900506,93535,Lancaster,Los Angeles
6073002905,92115,San Diego,San Diego
6037430724,91007,Arcadia,Los Angeles
6037403406,91789,Walnut,Los Angeles
6065043315,92544,Hemet,Riverside 
6037400403,91773,San Dimas,Los Angeles
6059075506,92780,Tustin,Orange 
6037275311,90066,Los Angeles,Los Angeles
6047001801,95340,Merced,Merced 
6073003202,92139,San Diego,San Diego
6065042724,92584,Menifee,Riverside 
6097151900,95404,Santa Rosa,Sonoma 
6001408400,94605,Oakland,Alameda 
6073008510,92111,San Diego,San Diego
6019004303,93711,Fresno,Fresno 
6045010500,95437,Fort Bragg,Mendocino 
6059099508,92649,Huntington Beach,Orange 
6093000701,96097,Yreka,Siskiyou 
6085503804,95133,San Jose,Santa Clara
6071002015,91701,Rancho Cucamonga,San Bernardino
6001428500,94501,Alameda,Alameda 
6095250604,94591,Vallejo,Solano 
6085509202,94043,Mountain View,Santa Clara
6037920042,91321,Newhall,Los Angeles
6037273100,90291,Venice,Los Angeles
6029003805,93312,Bakersfield,Kern 
6061020300,95603,Auburn,Placer 
6037267800,90064,Los Angeles,Los Angeles
6065044605,92262,Palm Springs,Riverside 
6037296402,90732,San Pedro,Los Angeles
6097151305,94928,Rohnert Park,Sonoma 
6085508601,94086,Sunnyvale,Santa Clara
6097152903,95403,Santa Rosa,Sonoma 
6001409700,94605,Oakland,Alameda 
6081610800,94061,Redwood City,San Mateo
6037431002,91016,Monrovia,Los Angeles
6071007404,92346,Highland,San Bernardino
6065043220,92592,Temecula,Riverside 
6037920332,91321,Newhall,Los Angeles
6037265700,90024,Los Angeles,Los Angeles
6075025900,94134,San Francisco,San Francisco
6085508004,95014,Cupertino,Santa Clara
6037113212,91311,Chatsworth,Los Angeles
6073000800,92104,San Diego,San Diego
6013308002,94531,Antioch,Contra Costa
6037570800,90712,Lakewood,Los Angeles
6085512309,95037,Morgan Hill,Santa Clara
6067009504,95632,Galt,Sacramento 
6075025500,94112,San Francisco,San Francisco
6037111206,91326,Porter Ranch,Los Angeles
6097150612,94954,Petaluma,Sonoma 
6037701000,90212,Beverly Hills,Los Angeles
6037910202,93551,Palmdale,Los Angeles
6101050503,95993,Yuba City,Sutter 
6013319000,94553,Martinez,Contra Costa
6081601501,94015,Daly City,San Mateo
6073010004,92154,San Diego,San Diego
6037650603,90503,Torrance,Los Angeles
6085504412,95035,Milpitas,Santa Clara
6065047000,92225,Blythe,Riverside 
6057000701,95959,Nevada City,Nevada 
6059063807,92626,Costa Mesa,Orange 
6111004504,93033,Oxnard,Ventura 
6113011101,95695,Woodland,Yolo 
6073013301,91911,Chula Vista,San Diego
6095252703,94585,Suisun City,Solano 
6037274100,90292,Marina del Rey,Los Angeles
6073001500,92104,San Diego,San Diego
6001442400,94538,Fremont,Alameda 
6059052416,92630,Lake Forest,Orange 
6073016402,92021,El Cajon,San Diego
6095253105,95687,Vacaville,Solano 
6073003107,92114,San Diego,San Diego
6085504505,95035,Milpitas,Santa Clara
6037403303,91789,Walnut,Los Angeles
6037403319,91765,Diamond Bar,Los Angeles
6037700501,90069,West Hollywood,Los Angeles
6059063202,92627,Costa Mesa,Orange 
6059032028,92691,Mission Viejo,Orange 
6067008010,95628,Fair Oaks,Sacramento 
6089012400,96047,Igo,Shasta 
6059110303,90620,Buena Park,Orange 
6085504323,95131,San Jose,Santa Clara
6037650102,90504,Torrance,Los Angeles
6059063805,92626,Costa Mesa,Orange 
6065050400,92562,Murrieta,Riverside 
6059110108,90720,Los Alamitos,Orange 
6085506304,95117,San Jose,Santa Clara
6067009614,95758,Elk Grove,Sacramento 
6059099232,92708,Fountain Valley,Orange 
6085506203,95129,San Jose,Santa Clara
6037403322,91765,Diamond Bar,Los Angeles
6037103400,91040,Sunland,Los Angeles
6083002305,93458,Santa Maria,Santa Barbara
6081607702,94401,San Mateo,San Mateo
6035040400,96117,Litchfield,Lassen 
6073019403,92056,Oceanside,San Diego
6037571400,90712,Lakewood,Los Angeles
6085504421,95035,Milpitas,Santa Clara
6067009407,95632,Galt,Sacramento 
6037401203,91740,Glendora,Los Angeles
6037910208,93551,Palmdale,Los Angeles
6037143300,91602,North Hollywood,Los Angeles
6001441524,94555,Fremont,Alameda 
6037401102,91741,Glendora,Los Angeles
6037430801,91006,Arcadia,Los Angeles
6071009714,92307,Apple Valley,San Bernardino
6007000300,95973,Chico,Butte 
6065042737,92596,Winchester,Riverside 
6037113231,91304,Canoga Park,Los Angeles
6037463700,91105,Pasadena,Los Angeles
6071010416,92277,Twentynine Palms,San Bernardino
6073020707,92025,Escondido,San Diego
6065042708,92586,Sun City,Riverside 
6071002022,91739,Rancho Cucamonga,San Bernardino
6037462900,91107,Pasadena,Los Angeles
6067005901,95821,Sacramento,Sacramento 
6065043242,92596,Winchester,Riverside 
6065041905,92882,Corona,Riverside 
6041105000,94949,Novato,Marin 
6071009712,92308,Apple Valley,San Bernardino
6067005605,95864,Sacramento,Sacramento 
6083002206,93454,Santa Maria,Santa Barbara
6037700902,90212,Beverly Hills,Los Angeles
6067009310,95624,Elk Grove,Sacramento 
6085512025,95136,San Jose,Santa Clara
6037186201,90041,Los Angeles,Los Angeles
6037278102,90293,Playa del Rey,Los Angeles
6095250605,94591,Vallejo,Solano 
6037910712,93552,Palmdale,Los Angeles
6001441923,94538,Fremont,Alameda 
6097150701,94952,Petaluma,Sonoma 
6059062625,92653,Laguna Hills,Orange 
6095252202,94534,Fairfield,Solano 
6083001206,93101,Santa Barbara,Santa Barbara
6073008504,92117,San Diego,San Diego
6113010401,95620,Dixon,Yolo 
6029000505,93308,Bakersfield,Kern 
6065042738,92584,Menifee,Riverside 
6073019805,92056,Oceanside,San Diego
6037910601,93550,Palmdale,Los Angeles
6073002904,92115,San Diego,San Diego
6065043818,92223,Beaumont,Riverside 
6073014101,91945,Lemon Grove,San Diego
6037134422,91307,West Hills,Los Angeles
6001427900,94501,Alameda,Alameda 
6037504001,90638,La Mirada,Los Angeles
6067002600,95818,Sacramento,Sacramento 
6055201601,94574,Saint Helena,Napa 
6079012401,93444,Nipomo,San Luis Obispo
6055200601,94558,Napa,Napa 
6053001600,93901,Salinas,Monterey 
6073002804,92115,San Diego,San Diego
6037265305,90024,Los Angeles,Los Angeles
6059011503,92831,Fullerton,Orange 
6037570901,90713,Lakewood,Los Angeles
6037576503,90802,Long Beach,Los Angeles
6037195202,90027,Los Angeles,Los Angeles
6037920041,91387,Canyon Country,Los Angeles
6037900609,93535,Lancaster,Los Angeles
6059052423,92630,Lake Forest,Orange 
6113010902,95695,Woodland,Yolo 
6111008900,93033,Oxnard,Ventura 
6001442602,94536,Fremont,Alameda 
6075011100,94109,San Francisco,San Francisco
6061020805,95678,Roseville,Placer 
6109004200,40,Yosemite NTL Park,Tuolumne 
6001450400,94568,Dublin,Alameda 
6073013903,91977,Spring Valley,San Diego
6081600500,94014,Daly City,San Mateo
6065050300,92563,Murrieta,Riverside 
6037108102,91326,Porter Ranch,Los Angeles
6073013909,91977,Spring Valley,San Diego
6075031202,94112,San Francisco,San Francisco
6083002809,93436,Lompoc,Santa Barbara
6111002500,93001,Ventura,Ventura 
6055200302,94559,Napa,Napa 
6037703002,90056,Los Angeles,Los Angeles
6073003211,92139,San Diego,San Diego
6059075405,92705,Santa Ana,Orange 
6083002802,93436,Lompoc,Santa Barbara
6077004105,95242,Lodi,San Joaquin
6065044521,92282,White Water,Riverside 
6037275602,90094,Los Angeles,Los Angeles
6037214400,90036,Los Angeles,Los Angeles
6041129000,94965,Sausalito,Marin 
6073003209,92139,San Diego,San Diego
6065042014,92508,Riverside,Riverside 
6037570001,90713,Lakewood,Los Angeles
6019005512,93611,Clovis,Fresno 
6033000501,95423,Clearlake Oaks,Lake 
6111003011,93036,Oxnard,Ventura 
6037403321,91765,Diamond Bar,Los Angeles
6037267100,90025,Los Angeles,Los Angeles
6037189701,90068,Los Angeles,Los Angeles
6037501501,90601,Whittier,Los Angeles
6007000201,95973,Chico,Butte 
6037273600,90291,Venice,Los Angeles
6073020208,92027,Escondido,San Diego
6007002900,95965,Oroville,Butte 
6089012101,96007,Anderson,Shasta 
6095252104,94510,Benicia,Solano 
6095252909,95687,Vacaville,Solano 
6081609100,94070,San Carlos,San Mateo
6075010800,94133,San Francisco,San Francisco
6063000300,96122,Portola,Plumas 
6101050800,95953,Live Oak,Sutter 
6049000300,96108,Davis Creek,Modoc 
6037650604,90503,Torrance,Los Angeles
6091010000,96124,Calpine,Sierra 
6037503801,90638,La Mirada,Los Angeles
6023001000,95521,Arcata,Humboldt 
6071000812,91730,Rancho Cucamonga,San Bernardino
6067009011,95670,Rancho Cordova,Sacramento 
6065045233,92203,Indio,Riverside 
6065941100,92234,Cathedral City,Riverside 
6071009716,92307,Apple Valley,San Bernardino
6065042207,92506,Riverside,Riverside 
6077003602,95215,Stockton,San Joaquin
6013392300,94547,Hercules,Contra Costa
6065043228,92562,Murrieta,Riverside 
6085509201,94043,Mountain View,Santa Clara
6059052525,92602,Irvine,Orange 
6059062646,92637,Laguna Woods,Orange 
6085504102,95127,San Jose,Santa Clara
6095251702,94590,Vallejo,Solano 
6059062622,92637,Laguna Woods,Orange 
6029005507,93505,California City,Kern 
6053000200,93906,Salinas,Monterey 
6085503315,95148,San Jose,Santa Clara
6037269100,90035,Los Angeles,Los Angeles
6065043291,92563,Murrieta,Riverside 
6005000200,95629,Fiddletown,Amador 
6081613800,94060,Pescadero,San Mateo
6073010401,91932,Imperial Beach,San Diego
6071000815,91784,Upland,San Bernardino
6071002013,91701,Rancho Cucamonga,San Bernardino
6085505900,95050,Santa Clara,Santa Clara
6001440304,94587,Union City,Alameda 
6037408629,91745,Hacienda Heights,Los Angeles
6111001402,93003,Ventura,Ventura 
6077005209,95377,Tracy,San Joaquin
6067008009,95628,Fair Oaks,Sacramento 
6001451404,94551,Livermore,Alameda 
6073018300,92054,Oceanside,San Diego
6085508704,94085,Sunnyvale,Santa Clara
6083002707,93436,Lompoc,Santa Barbara
6055200802,94558,Napa,Napa 
6037910602,93550,Palmdale,Los Angeles
6073020210,92027,Escondido,San Diego
6001440100,94587,Union City,Alameda 
6037900508,93535,Lancaster,Los Angeles
6005000402,95665,Pine Grove,Amador 
6037576802,90814,Long Beach,Los Angeles
6067009616,95758,Elk Grove,Sacramento 
6073020209,92027,Escondido,San Diego
6037430803,91006,Arcadia,Los Angeles
6001424001,94703,Berkeley,Alameda 
6065042005,92508,Riverside,Riverside 
6097154000,95448,Healdsburg,Sonoma 
6073008350,92121,San Diego,San Diego
6065042742,92584,Menifee,Riverside 
6059042107,92672,San Clemente,Orange 
6073012900,91910,Chula Vista,San Diego
6027000200,93514,Bishop,Inyo 
6097153801,95492,Windsor,Sonoma 
6013370000,94805,Richmond,Contra Costa
6073020307,92029,Escondido,San Diego
6095250200,94591,Vallejo,Solano 
6007001800,95969,Paradise,Butte 
6111008306,93063,Simi Valley,Ventura 
6073004200,92104,San Diego,San Diego
6083000801,93103,Santa Barbara,Santa Barbara
6029002806,93311,Bakersfield,Kern 
6059110117,90630,Cypress,Orange 
6073001700,92116,San Diego,San Diego
6037108202,91326,Porter Ranch,Los Angeles
6065042743,92584,Menifee,Riverside 
6037920326,91381,Stevenson Ranch,Los Angeles
6001430800,94546,Castro Valley,Alameda 
6081607500,94403,San Mateo,San Mateo
6065044915,92234,Cathedral City,Riverside 
6037131200,91325,Northridge,Los Angeles
6073018510,92054,Oceanside,San Diego
6001441601,94536,Fremont,Alameda 
6079010102,93446,Paso Robles,San Luis Obispo
6001427700,94501,Alameda,Alameda 
6085503108,95125,San Jose,Santa Clara
6075016200,94102,San Francisco,San Francisco
6073018518,92056,Oceanside,San Diego
6037408723,91748,Rowland Heights,Los Angeles
6059099502,90740,Seal Beach,Orange 
6033000900,95451,Kelseyville,Lake 
6059063301,92627,Costa Mesa,Orange 
6065042004,92506,Riverside,Riverside 
6095251903,94589,Vallejo,Solano 
6071010421,92277,Twentynine Palms,San Bernardino
6043000101,95338,Mariposa,Mariposa 
6111005906,91361,Westlake Village,Ventura 
6085504411,95132,San Jose,Santa Clara
6037265202,90024,Los Angeles,Los Angeles
